Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-29 23:58:19.603,114311.8,0.001,BTCUSDT
2025-09-29 23:58:19.603,114312.0,0.361,BTCUSDT
2025-09-29 23:58:19.603,114312.0,0.002,BTCUSDT
2025-09-29 23:58:19.603,114312.0,0.001,BTCUSDT
2025-09-29 23:58:19.603,114312.1,0.001,BTCUSDT
2025-09-29 23:58:19.603,114312.1,0.002,BTCUSDT
2025-09-29 23:58:19.603,114312.1,0.875,BTCUSDT
2025-09-29 23:58:19.603,114312.1,0.02,BTCUSDT
2025-09-29 23:58:19.603,114312.2,0.583,BTCUSDT
2025-09-29 23:58:19.603,114312.2,0.03,BTCUSDT
2025-09-29 23:58:19.603,114312.3,0.001,BTCUSDT
2025-09-29 23:58:19.603,114312.3,4.377,BTCUSDT
2025-09-29 23:58:19.603,114312.5,0.002,BTCUSDT
2025-09-29 23:58:19.603,114312.6,0.001,BTCUSDT
2025-09-29 23:58:19.603,114312.6,0.002,BTCUSDT
2025-09-29 23:58:19.603,114313.0,0.001,BTCUSDT
2025-09-29 23:58:19.603,114313.1,0.001,BTCUSDT
2025-09-29 23:58:19.603,114313.1,0.131,BTCUSDT
2025-09-29 23:58:19.603,114313.1,0.08,BTCUSDT
2025-09-29 23:58:19.603,114313.2,0.002,BTCUSDT
2025-09-29 23:58:19.603,114313.2,0.002,BTCUSDT
2025-09-29 23:58:19.603,114313.2,0.007,BTCUSDT
2025-09-29 23:58:19.603,114313.3,0.002,BTCUSDT
2025-09-29 23:58:19.603,114313.3,0.001,BTCUSDT
2025-09-29 23:58:19.603,114313.3,0.002,BTCUSDT
2025-09-29 23:58:19.603,114313.3,0.001,BTCUSDT
2025-09-29 23:58:19.603,114313.4,0.001,BTCUSDT
2025-09-29 23:58:19.603,114313.4,1.313,BTCUSDT
2025-09-29 23:58:19.603,114313.5,0.001,BTCUSDT
2025-09-29 23:58:19.603,114313.5,0.001,BTCUSDT
2025-09-29 23:58:19.603,114313.5,1.225,BTCUSDT
2025-09-29 23:58:19.603,114313.5,0.012,BTCUSDT
2025-09-29 23:58:19.603,114313.7,0.002,BTCUSDT
2025-09-29 23:58:19.603,114313.7,0.026,BTCUSDT
2025-09-29 23:58:19.603,114313.7,0.05,BTCUSDT
2025-09-29 23:58:19.603,114313.7,0.006,BTCUSDT
2025-09-29 23:58:19.603,114313.7,0.137,BTCUSDT
2025-09-29 23:58:19.603,114313.7,0.002,BTCUSDT
2025-09-29 23:58:19.603,114313.8,0.002,BTCUSDT
2025-09-29 23:58:19.603,114313.8,1.131,BTCUSDT
2025-09-29 23:58:19.603,114313.8,0.184,BTCUSDT
2025-09-29 23:58:19.603,114313.8,0.768,BTCUSDT
2025-09-29 23:58:19.603,114313.8,0.002,BTCUSDT
2025-09-29 23:58:19.603,114313.9,1.5,BTCUSDT
2025-09-29 23:58:19.603,114313.9,0.025,BTCUSDT
2025-09-29 23:58:19.603,114313.9,0.002,BTCUSDT
2025-09-29 23:58:19.603,114313.9,0.16,BTCUSDT
2025-09-29 23:58:19.603,114313.9,0.08,BTCUSDT
2025-09-29 23:58:19.603,114313.9,0.04,BTCUSDT
2025-09-29 23:58:19.603,114313.9,0.32,BTCUSDT
2025-09-29 23:58:19.603,114314.3,0.002,BTCUSDT
2025-09-29 23:58:19.603,114314.3,0.001,BTCUSDT
2025-09-29 23:58:19.603,114314.3,0.003,BTCUSDT
2025-09-29 23:58:19.603,114314.4,0.002,BTCUSDT
2025-09-29 23:58:19.603,114314.5,0.001,BTCUSDT
2025-09-29 23:58:19.603,114314.5,0.6,BTCUSDT
2025-09-29 23:58:19.603,114314.6,0.06,BTCUSDT
2025-09-29 23:58:19.603,114314.6,0.018,BTCUSDT
2025-09-29 23:58:19.603,114314.6,1.0,BTCUSDT
2025-09-29 23:58:19.603,114314.9,0.002,BTCUSDT
2025-09-29 23:58:19.603,114315.0,0.009,BTCUSDT
2025-09-29 23:58:19.603,114315.0,0.009,BTCUSDT
2025-09-29 23:58:19.603,114315.0,0.002,BTCUSDT
2025-09-29 23:58:19.603,114315.0,0.001,BTCUSDT
2025-09-29 23:58:19.603,114315.0,0.001,BTCUSDT
2025-09-29 23:58:19.603,114315.2,0.001,BTCUSDT
2025-09-29 23:58:19.603,114315.3,0.001,BTCUSDT
2025-09-29 23:58:19.603,114315.4,0.001,BTCUSDT
2025-09-29 23:58:19.603,114315.5,0.006,BTCUSDT
2025-09-29 23:58:19.603,114315.5,0.006,BTCUSDT
